,,,,,,,,,
City,order id,Date,Store Code,Basket size,Delivery Fee,Cost per order (CPO),Distance in km (pick up to delivery),Courier waiting time (mins),Courier waiting time (mins)
BCN,1040,2025-04-07,264652,7.6,1.2,5.7,0.8,2.1,2.1
BCN,1041,2025-04-07,248266,24.8,1.9,3.6,1.4,2.4,2.4
MAD,1042,2025-04-07,205036,8,1.9,2.7,1.2,1.2,1.2
MAD,1043,2025-04-07,34310,17.6,1.3,2.4,0.6,2.6,2.6
BCN,1044,2025-04-07,74118,8.5,3.7,4,2.9,1.3,1.3
BCN,1045,2025-04-07,259875,21.9,1.5,3,1,2.3,2.3
BCN,1046,2025-04-07,65231,19.9,2.2,3.7,1.7,2.5,2.5
BCN,1047,2025-04-07,66944,17.2,2.3,3.5,1.7,3,3
MAD,1048,2025-04-06,34310,19.3,1.3,2.2,0.6,2.9,2.9
BCN,1049,2025-04-06,259875,19.6,1.5,2.8,1,2.8,2.8
MAD,1050,2025-04-06,205036,11.3,2.6,4.3,2.5,3.3,3.3
BCN,1051,2025-04-06,264652,,,,,,
BCN,1052,2025-04-06,248266,22.9,2.1,3.5,1.5,3.1,3.1
BCN,1053,2025-04-06,264651,11.9,1,2.9,0.5,2.1,2.1
MAD,1054,2025-04-06,105408,19.6,2.8,3.7,2.7,3.1,3.1
BCN,1055,2025-04-06,74118,,,,,,
BCN,1056,2025-04-06,65231,19.3,2.3,3.5,1.7,2.9,2.9
MAD,1057,2025-04-06,61499,12.1,2.6,3.6,2.4,3.1,3.1
MAD,1058,2025-04-06,46515,16.6,1.5,2.6,0.8,2.6,2.6
MAD,1059,2025-04-06,74119,5,1.6,3.2,0.8,3.2,3.2
BCN,1060,2025-04-06,66944,13.2,3.5,4.5,2.8,2,2
BCN,1061,2025-04-05,66944,13.7,3.4,4.7,2.9,2.8,2.8
BCN,1062,2025-04-05,264652,,,,,,
MAD,1063,2025-04-05,205036,11.9,3.2,5,3.3,3.2,3.2
BCN,1064,2025-04-05,264651,19.7,2.5,4,1.8,2.6,2.6
MAD,1065,2025-04-05,105408,18,2.7,3.3,2.5,3.3,3.3
BCN,1066,2025-04-05,65231,22.1,2.4,3.9,1.9,2.7,2.7
BCN,1067,2025-04-05,74118,9.4,2.9,4,2.4,2,2
MAD,1068,2025-04-05,46515,18.4,1.5,2.6,0.8,3.2,3.2
BCN,1069,2025-04-05,248266,22.7,1.6,3.3,1.1,2.9,2.9
MAD,1070,2025-04-05,34310,15.1,1.3,2.3,0.8,3.2,3.2
MAD,1071,2025-04-05,61499,6.9,2.7,4,2.4,2.3,2.3
BCN,1072,2025-04-05,259875,22.3,1.6,3,1,2.1,2.1
BCN,1073,2025-04-04,66944,14.7,3.3,4.3,2.9,1.4,1.4
MAD,1074,2025-04-04,34310,22.8,1.3,2.3,0.5,3.3,3.3
MAD,1075,2025-04-04,74119,8.1,1.5,2.8,1,1.6,1.6
MAD,1076,2025-04-04,46515,19.2,1.6,2.7,0.9,2.5,2.5
BCN,1077,2025-04-04,264651,14.9,1.2,3.6,0.8,2.7,2.7
BCN,1078,2025-04-04,248266,17.1,1.4,3,0.9,1.7,1.7
BCN,1079,2025-04-04,65231,21.9,2.6,5.8,2,2.6,2.6
BCN,1080,2025-04-04,74118,13.1,2.1,3.8,1.6,2.7,2.7
MAD,1081,2025-04-04,105408,25,2.8,3.9,2.7,3.3,3.3
BCN,1082,2025-04-04,259875,22.1,1.4,3.1,0.9,2.4,2.4
MAD,1083,2025-04-04,61499,14.7,2.3,3.3,1.9,3.5,3.5
MAD,1084,2025-04-04,205036,12.7,2.9,5.3,3,2.4,2.4
BCN,1085,2025-04-03,74118,11.3,2.6,5.5,2,4.8,4.8
BCN,1086,2025-04-03,65231,23.4,2.4,5.6,1.8,2.4,2.4
MAD,1087,2025-04-03,205036,16.5,3.9,6,4.5,5.6,5.6
MAD,1088,2025-04-03,105408,20.5,3,4.1,3,3.2,3.2
MAD,1089,2025-04-03,46515,22.7,1.6,3,0.9,2.6,2.6
BCN,1090,2025-04-03,264651,17.6,1.4,3.5,0.9,3.1,3.1
MAD,1091,2025-04-03,74119,8.3,1.5,3,0.8,2.9,2.9
MAD,1092,2025-04-03,34310,18.6,1.3,2.5,0.6,2.1,2.1
BCN,1093,2025-04-03,259875,17.7,1.5,3.3,1,2.2,2.2
BCN,1094,2025-04-03,66944,19.3,2.9,4.2,2.5,3.4,3.4
MAD,1095,2025-04-03,61499,16,2.5,4.1,2.2,3.4,3.4
BCN,1096,2025-04-03,248266,27.5,2.4,3.5,1.8,3.6,3.6
BCN,1097,2025-04-02,264652,15.7,1.9,4,1.3,4.8,4.8
BCN,1098,2025-04-02,248266,27.5,1.8,4,1.2,2.3,2.3
MAD,1099,2025-04-02,74119,9.8,2,4,1.6,2.8,2.8
MAD,1100,2025-04-02,46515,20,1.5,3.3,0.9,2.9,2.9
MAD,1101,2025-04-02,205036,10,2.9,4.5,2.5,2.7,2.7
MAD,1102,2025-04-02,34310,18.6,1.3,3.4,0.6,2.4,2.4
BCN,1103,2025-04-02,66944,19.4,1.8,3.1,1.3,1.8,1.8
BCN,1104,2025-04-02,74118,16.6,2.9,4.3,2.4,6.1,6.1
MAD,1105,2025-04-02,105408,26.7,2.8,5,2.8,2.9,2.9
BCN,1106,2025-04-02,65231,21.7,2.5,5.3,2,2.5,2.5
MAD,1107,2025-04-02,61499,16.5,2.3,4.1,1.9,4.2,4.2
BCN,1108,2025-04-02,259875,16,1.5,3.2,1,2.6,2.6
MAD,1109,2025-04-01,205036,9.8,2.7,4.1,2.3,3.6,3.6
BCN,1110,2025-04-01,264652,,,,,,
MAD,1111,2025-04-01,61499,18.1,2.6,4.1,2.6,3,3
MAD,1112,2025-04-01,105408,20.1,2.8,4,2.8,2.8,2.8
BCN,1113,2025-04-01,248266,21.3,2.1,3.7,1.5,3.2,3.2
BCN,1114,2025-04-01,74118,8.5,2.9,3.5,2.2,6.3,6.3
BCN,1115,2025-04-01,65231,22,2.2,4.2,1.6,2.4,2.4
MAD,1116,2025-04-01,34310,25.9,1.2,2.4,0.4,3.6,3.6
MAD,1117,2025-04-01,46515,23.7,1.5,2.6,0.8,2.6,2.6
BCN,1118,2025-04-01,66944,16.9,2.5,3.7,1.9,5.7,5.7
BCN,1119,2025-04-01,259875,18.9,1.4,3,0.9,2.1,2.1
